id,parameter,value,unit,latitude,longitude,depth,timestamp,source,quality,region
OCEAN_00334,salinity,34.58,PSU,10.1447,62.212,74.9,2025-08-16T15:41:59.239439,Satellite,good,Arabian Sea
OCEAN_00335,dissolved_oxygen,34.61,PSU,22.8166,68.309,138.1,2025-06-21T01:39:58.775479,Ship Survey,fair,Arabian Sea
OCEAN_00336,pH,32.92,PSU,-0.7527,79.4427,67.9,2025-07-11T07:22:14.292987,CTD,good,Indian Ocean
OCEAN_00337,dissolved_oxygen,35.81,PSU,-6.6643,77.8158,30.8,2025-09-28T08:11:52.281288,Buoy,good,Indian Ocean
OCEAN_00338,chlorophyll,31.18,PSU,23.8488,64.0283,143.7,2025-10-25T15:29:44.731230,Ship Survey,good,Arabian Sea
OCEAN_00339,pH,37.82,PSU,6.5344,88.5632,113.9,2025-09-27T07:06:48.851873,Buoy,good,Bay of Bengal
OCEAN_00340,salinity,34.05,PSU,14.5629,74.2713,195.4,2025-07-16T01:16:57.909318,Ship Survey,good,Arabian Sea
OCEAN_00341,chlorophyll,32.53,PSU,11.4295,83.1633,194.5,2025-06-12T01:50:56.053916,Satellite,good,Bay of Bengal
OCEAN_00342,salinity,36.5,PSU,-9.6864,71.6421,158.8,2025-06-21T19:12:41.623383,Buoy,good,Indian Ocean
OCEAN_00343,temperature,20.3,°C,8.7685,73.4097,174.5,2025-09-20T14:09:08.036257,Buoy,good,Indian Ocean
OCEAN_00344,dissolved_oxygen,37.93,PSU,19.7947,91.4995,178.0,2025-08-14T10:57:38.535203,Ship Survey,good,Bay of Bengal
OCEAN_00345,salinity,31.79,PSU,-3.4361,70.9835,115.8,2025-08-26T23:06:01.078829,Satellite,good,Indian Ocean
OCEAN_00346,chlorophyll,35.68,PSU,6.7867,80.5697,157.7,2025-11-27T10:47:15.047119,CTD,fair,Bay of Bengal
OCEAN_00347,dissolved_oxygen,37.25,PSU,22.9741,69.1896,125.4,2025-09-25T06:00:05.105461,Ship Survey,good,Arabian Sea
OCEAN_00348,salinity,34.57,PSU,-6.0921,76.2313,160.5,2025-10-28T13:36:57.430761,Satellite,good,Indian Ocean
OCEAN_00349,temperature,26.92,°C,14.5387,81.5475,43.5,2025-11-28T18:06:15.094399,Satellite,good,Bay of Bengal
OCEAN_00350,pH,37.66,PSU,23.4532,73.9887,183.8,2025-06-25T13:54:20.376682,Satellite,good,Arabian Sea
OCEAN_00351,chlorophyll,35.36,PSU,9.3486,65.5874,13.1,2025-09-10T07:42:22.867408,Satellite,good,Indian Ocean
OCEAN_00352,chlorophyll,34.31,PSU,12.2857,69.4469,6.4,2025-09-26T16:29:38.797730,Buoy,fair,Arabian Sea
OCEAN_00353,chlorophyll,31.15,PSU,18.7343,92.9301,138.1,2025-09-26T22:09:53.257712,CTD,good,Bay of Bengal
OCEAN_00354,dissolved_oxygen,33.99,PSU,21.4125,82.8354,153.1,2025-09-08T15:44:33.470696,Ship Survey,fair,Bay of Bengal
OCEAN_00355,dissolved_oxygen,32.05,PSU,10.7959,64.3136,57.7,2025-09-17T00:49:08.829597,Buoy,good,Arabian Sea
OCEAN_00356,pH,32.37,PSU,17.4086,61.2958,73.8,2025-07-19T06:20:35.344625,Satellite,fair,Arabian Sea
OCEAN_00357,chlorophyll,33.9,PSU,-5.105,66.0388,172.6,2025-06-08T16:03:18.546900,Satellite,good,Indian Ocean
OCEAN_00358,chlorophyll,36.72,PSU,9.2221,67.3748,117.0,2025-09-08T13:00:25.930962,Buoy,fair,Indian Ocean
OCEAN_00359,chlorophyll,35.13,PSU,8.3423,86.0078,141.4,2025-08-20T00:04:59.351053,Ship Survey,good,Indian Ocean
OCEAN_00360,salinity,34.95,PSU,17.292,85.4577,146.1,2025-07-21T17:04:37.557757,Buoy,good,Bay of Bengal
OCEAN_00361,temperature,27.87,°C,-9.0997,74.5025,24.1,2025-07-27T22:43:29.027360,Satellite,fair,Indian Ocean
OCEAN_00362,salinity,36.62,PSU,12.125,73.181,174.1,2025-08-19T04:03:59.010016,Satellite,good,Arabian Sea
OCEAN_00363,pH,34.62,PSU,17.4027,88.5384,30.6,2025-08-01T16:54:30.442377,Buoy,good,Bay of Bengal
OCEAN_00364,temperature,30.88,°C,-7.8923,75.6456,124.0,2025-09-24T05:44:01.788685,CTD,good,Indian Ocean
OCEAN_00365,chlorophyll,37.76,PSU,17.9185,91.9463,184.7,2025-10-01T04:07:53.418010,Buoy,fair,Bay of Bengal
OCEAN_00366,salinity,35.12,PSU,16.5302,64.4596,181.3,2025-09-03T21:13:49.327611,Ship Survey,good,Arabian Sea
OCEAN_00367,dissolved_oxygen,35.95,PSU,6.0181,85.3309,151.4,2025-07-22T21:44:32.847895,Buoy,good,Indian Ocean
OCEAN_00368,pH,30.88,PSU,12.0517,70.4605,69.4,2025-12-03T03:37:57.484460,CTD,good,Arabian Sea
OCEAN_00369,salinity,33.49,PSU,21.2898,69.1304,185.7,2025-08-20T23:28:34.835010,Satellite,good,Arabian Sea
OCEAN_00370,chlorophyll,33.36,PSU,8.7668,90.2708,170.0,2025-10-17T16:09:36.837231,Ship Survey,good,Bay of Bengal
OCEAN_00371,pH,31.68,PSU,21.969,93.7453,199.2,2025-07-04T19:19:07.277283,Ship Survey,good,Bay of Bengal
OCEAN_00372,salinity,31.65,PSU,10.6194,93.0375,21.6,2025-08-06T06:27:09.674246,Ship Survey,good,Bay of Bengal
OCEAN_00373,salinity,31.25,PSU,-3.1756,74.5203,34.4,2025-07-07T03:01:35.413373,Buoy,good,Indian Ocean
OCEAN_00374,temperature,24.0,°C,-5.158,77.7069,119.3,2025-11-06T05:58:40.447892,Buoy,good,Indian Ocean
OCEAN_00375,dissolved_oxygen,34.37,PSU,18.9778,65.9725,91.3,2025-12-03T18:56:50.135829,Satellite,good,Arabian Sea
OCEAN_00376,chlorophyll,36.81,PSU,16.6459,87.6121,135.4,2025-11-06T04:55:46.404528,CTD,good,Bay of Bengal
OCEAN_00377,salinity,33.86,PSU,0.3772,84.723,83.1,2025-08-26T09:34:16.297514,Ship Survey,fair,Indian Ocean
OCEAN_00378,dissolved_oxygen,32.21,PSU,19.8598,89.0369,39.9,2025-12-02T16:54:46.415410,Buoy,good,Bay of Bengal
OCEAN_00379,dissolved_oxygen,33.36,PSU,-7.8702,65.2986,199.8,2025-07-08T06:05:49.551457,CTD,good,Indian Ocean
OCEAN_00380,salinity,34.71,PSU,18.2289,69.4295,29.6,2025-07-18T02:55:44.263489,Satellite,good,Arabian Sea
OCEAN_00381,salinity,37.9,PSU,20.878,86.6448,63.8,2025-06-18T08:37:27.889645,Buoy,fair,Bay of Bengal
OCEAN_00382,dissolved_oxygen,35.64,PSU,21.25,86.734,25.1,2025-11-07T10:30:34.228836,Ship Survey,good,Bay of Bengal
OCEAN_00383,pH,32.65,PSU,2.7174,78.4246,18.2,2025-07-05T04:55:28.923775,Ship Survey,good,Indian Ocean
OCEAN_00384,temperature,25.34,°C,15.0234,88.9334,107.0,2025-06-21T14:30:16.916188,Satellite,fair,Bay of Bengal
OCEAN_00385,temperature,26.39,°C,22.1014,67.1713,75.8,2025-11-02T19:30:35.538773,Satellite,good,Arabian Sea
OCEAN_00386,pH,32.92,PSU,5.1634,86.3921,104.8,2025-10-02T20:51:52.155600,Ship Survey,good,Indian Ocean
OCEAN_00387,salinity,33.73,PSU,0.7887,76.3942,68.7,2025-06-26T03:41:39.740439,Satellite,fair,Indian Ocean
OCEAN_00388,temperature,31.46,°C,-1.182,88.5741,1.7,2025-09-06T05:57:39.333948,Ship Survey,good,Indian Ocean
OCEAN_00389,temperature,24.21,°C,14.2964,62.704,103.7,2025-07-29T13:05:54.225999,Ship Survey,good,Arabian Sea
OCEAN_00390,dissolved_oxygen,30.72,PSU,7.7451,92.0919,105.8,2025-09-08T10:49:22.356026,Buoy,good,Bay of Bengal
OCEAN_00391,chlorophyll,33.84,PSU,5.219,74.9905,168.9,2025-10-25T14:02:09.214956,Satellite,good,Indian Ocean
OCEAN_00392,dissolved_oxygen,34.4,PSU,17.6551,69.1334,107.8,2025-10-28T06:27:06.134067,Buoy,good,Arabian Sea
OCEAN_00393,pH,32.59,PSU,14.3066,91.3957,77.9,2025-09-08T17:47:06.557955,Satellite,good,Bay of Bengal
OCEAN_00394,chlorophyll,30.76,PSU,10.3606,87.2245,35.1,2025-07-24T15:39:00.682494,Buoy,good,Bay of Bengal
OCEAN_00395,salinity,33.65,PSU,2.5226,77.1749,109.0,2025-10-29T01:29:50.782776,CTD,good,Indian Ocean
OCEAN_00396,chlorophyll,34.82,PSU,20.1998,72.9678,64.9,2025-12-01T03:26:28.937455,Buoy,good,Arabian Sea
OCEAN_00397,dissolved_oxygen,31.02,PSU,16.9271,66.3343,156.2,2025-11-01T18:44:23.597245,CTD,good,Arabian Sea
OCEAN_00398,pH,33.33,PSU,-0.7366,73.5297,98.6,2025-08-10T13:07:32.729787,CTD,good,Indian Ocean
OCEAN_00399,chlorophyll,36.16,PSU,8.0685,88.9138,64.9,2025-08-14T08:53:41.926621,CTD,good,Bay of Bengal
OCEAN_00400,dissolved_oxygen,30.46,PSU,-9.99,82.3038,38.3,2025-10-24T16:54:24.188129,CTD,good,Indian Ocean
OCEAN_00401,dissolved_oxygen,31.77,PSU,18.5611,84.1123,59.2,2025-07-25T19:13:00.904973,Ship Survey,good,Bay of Bengal
OCEAN_00402,pH,33.98,PSU,23.0214,69.6963,144.4,2025-09-12T22:14:18.142218,Ship Survey,good,Arabian Sea
OCEAN_00403,chlorophyll,36.87,PSU,14.3951,89.0172,20.8,2025-07-02T16:38:10.828338,CTD,good,Bay of Bengal
OCEAN_00404,chlorophyll,36.94,PSU,10.7059,93.0096,76.6,2025-07-28T15:51:00.189206,Satellite,fair,Bay of Bengal
OCEAN_00405,chlorophyll,34.58,PSU,6.5969,90.5329,53.8,2025-07-02T04:22:57.076513,Satellite,good,Bay of Bengal
OCEAN_00406,chlorophyll,33.09,PSU,20.1479,92.2532,10.6,2025-09-10T15:28:55.105467,Satellite,good,Bay of Bengal
OCEAN_00407,temperature,25.38,°C,13.1012,80.6876,7.8,2025-11-04T11:07:21.504180,CTD,good,Bay of Bengal
OCEAN_00408,temperature,21.22,°C,13.4056,94.1663,16.2,2025-12-04T12:26:51.320656,Ship Survey,good,Bay of Bengal
OCEAN_00409,dissolved_oxygen,33.56,PSU,-7.7051,74.6255,18.1,2025-11-05T13:13:54.233348,CTD,good,Indian Ocean
OCEAN_00410,salinity,30.87,PSU,16.8415,89.6396,42.3,2025-09-16T07:53:24.002958,Satellite,fair,Bay of Bengal
OCEAN_00411,temperature,31.74,°C,17.634,64.1159,146.3,2025-06-13T09:48:17.175235,Buoy,good,Arabian Sea
OCEAN_00412,chlorophyll,37.52,PSU,-6.6414,68.894,130.3,2025-09-01T23:17:26.730958,Satellite,fair,Indian Ocean
OCEAN_00413,dissolved_oxygen,36.14,PSU,-2.8952,86.4928,187.3,2025-11-08T15:25:04.858575,CTD,good,Indian Ocean
OCEAN_00414,chlorophyll,30.77,PSU,19.0239,87.8419,67.6,2025-10-30T09:12:33.505938,Satellite,good,Bay of Bengal
OCEAN_00415,dissolved_oxygen,32.79,PSU,20.4803,64.5189,163.0,2025-11-20T18:40:58.583801,CTD,good,Arabian Sea
OCEAN_00416,salinity,30.99,PSU,7.4813,86.7063,177.8,2025-09-01T13:37:06.927233,Ship Survey,good,Bay of Bengal
OCEAN_00417,chlorophyll,33.55,PSU,10.6569,62.9916,173.0,2025-10-12T14:03:32.393870,Ship Survey,fair,Arabian Sea
OCEAN_00418,pH,37.12,PSU,-5.0123,70.4463,149.3,2025-09-26T15:47:59.545496,Buoy,good,Indian Ocean
OCEAN_00419,chlorophyll,34.0,PSU,19.1104,88.6817,105.0,2025-09-27T09:21:14.644075,Buoy,good,Bay of Bengal
OCEAN_00420,salinity,33.8,PSU,23.0244,66.5855,20.9,2025-10-30T21:50:14.655242,CTD,good,Arabian Sea
OCEAN_00421,salinity,33.22,PSU,17.2559,70.8622,167.8,2025-08-27T16:20:29.435747,Ship Survey,good,Arabian Sea
OCEAN_00422,temperature,30.18,°C,9.1534,88.7292,159.0,2025-07-19T09:22:50.110992,Buoy,good,Indian Ocean
OCEAN_00423,chlorophyll,31.48,PSU,-3.859,74.7626,144.5,2025-07-20T19:23:46.894991,Satellite,good,Indian Ocean
OCEAN_00424,temperature,27.94,°C,10.8149,64.92,103.1,2025-11-03T23:53:41.961514,CTD,good,Arabian Sea
OCEAN_00425,temperature,28.69,°C,3.828,86.553,50.1,2025-10-24T00:50:29.986840,CTD,good,Indian Ocean
OCEAN_00426,pH,37.79,PSU,20.9986,63.2845,45.7,2025-08-20T15:40:48.187138,Satellite,fair,Arabian Sea
OCEAN_00427,temperature,23.46,°C,7.0452,65.9919,64.0,2025-09-29T16:09:43.529677,Ship Survey,good,Indian Ocean
OCEAN_00428,dissolved_oxygen,33.91,PSU,13.9461,69.5153,166.6,2025-07-06T23:20:19.934614,CTD,fair,Arabian Sea
OCEAN_00429,dissolved_oxygen,34.81,PSU,14.956,70.9855,131.7,2025-11-01T21:10:33.069084,Buoy,good,Arabian Sea
OCEAN_00430,salinity,32.29,PSU,7.4453,87.0149,186.6,2025-10-14T22:28:30.119811,Buoy,fair,Bay of Bengal
OCEAN_00431,dissolved_oxygen,31.91,PSU,17.0264,93.0569,10.5,2025-11-23T19:33:46.640260,Ship Survey,good,Bay of Bengal
OCEAN_00432,chlorophyll,33.65,PSU,12.2995,91.84,190.7,2025-11-18T08:30:59.796521,Satellite,good,Bay of Bengal
OCEAN_00433,pH,32.17,PSU,2.8949,70.8794,66.0,2025-06-23T14:37:01.718486,Ship Survey,good,Indian Ocean
OCEAN_00434,salinity,30.86,PSU,22.7979,69.3218,33.6,2025-09-08T05:13:21.358683,Ship Survey,good,Arabian Sea
OCEAN_00435,dissolved_oxygen,33.11,PSU,14.5558,64.869,3.5,2025-09-26T20:16:36.098531,Satellite,good,Arabian Sea
OCEAN_00436,temperature,28.03,°C,12.0066,73.0989,132.0,2025-10-25T20:27:03.809641,Satellite,good,Arabian Sea
OCEAN_00437,chlorophyll,33.97,PSU,13.3156,93.2534,157.5,2025-08-16T05:53:19.039602,Buoy,good,Bay of Bengal
OCEAN_00438,dissolved_oxygen,34.05,PSU,16.2108,60.084,140.8,2025-11-18T15:02:54.291975,CTD,good,Arabian Sea
OCEAN_00439,salinity,32.57,PSU,12.214,68.3961,128.5,2025-07-08T01:52:13.265245,Satellite,fair,Arabian Sea
OCEAN_00440,chlorophyll,33.62,PSU,19.9193,80.9463,158.7,2025-07-08T08:04:47.702977,CTD,good,Bay of Bengal
OCEAN_00441,salinity,37.28,PSU,13.3381,63.8724,182.0,2025-07-23T04:14:25.824417,Satellite,good,Arabian Sea
OCEAN_00442,dissolved_oxygen,31.3,PSU,10.0451,71.2009,51.3,2025-09-01T13:08:21.526433,Ship Survey,good,Arabian Sea
OCEAN_00443,dissolved_oxygen,31.07,PSU,8.91,74.4757,20.6,2025-12-03T10:17:56.380738,Satellite,good,Indian Ocean
OCEAN_00444,temperature,24.63,°C,3.8707,71.3165,61.8,2025-08-07T08:03:08.815935,Ship Survey,good,Indian Ocean
OCEAN_00445,chlorophyll,35.04,PSU,-2.7892,81.0769,53.0,2025-07-10T09:23:13.339056,Buoy,good,Indian Ocean
OCEAN_00446,dissolved_oxygen,37.76,PSU,-3.1215,78.6805,30.3,2025-10-09T14:31:46.157234,Satellite,good,Indian Ocean
OCEAN_00447,dissolved_oxygen,31.72,PSU,13.0503,61.1412,92.6,2025-11-15T04:08:10.270970,Satellite,good,Arabian Sea
OCEAN_00448,pH,32.87,PSU,18.3521,84.6834,95.1,2025-08-27T03:03:21.686207,Buoy,good,Bay of Bengal
OCEAN_00449,temperature,26.38,°C,5.121,84.7938,95.2,2025-07-11T16:27:05.894334,Satellite,good,Bay of Bengal
OCEAN_00450,dissolved_oxygen,30.67,PSU,2.9695,73.1662,85.2,2025-08-13T10:09:07.262749,Satellite,good,Indian Ocean
OCEAN_00451,salinity,36.49,PSU,17.7437,70.6542,91.9,2025-06-19T08:22:35.075042,Satellite,good,Arabian Sea
OCEAN_00452,pH,34.59,PSU,10.456,94.2899,125.6,2025-06-24T06:39:55.962819,Buoy,good,Bay of Bengal
OCEAN_00453,pH,30.6,PSU,14.9289,90.1597,123.9,2025-09-19T11:03:14.807484,Ship Survey,good,Bay of Bengal
OCEAN_00454,salinity,31.18,PSU,1.0573,69.9418,150.4,2025-12-02T15:34:32.865979,Satellite,fair,Indian Ocean
OCEAN_00455,pH,37.06,PSU,-1.4048,66.3666,64.1,2025-08-03T17:55:10.699265,CTD,good,Indian Ocean
OCEAN_00456,pH,33.92,PSU,10.5634,60.7478,53.2,2025-09-06T21:28:12.376593,Ship Survey,good,Arabian Sea
OCEAN_00457,chlorophyll,34.99,PSU,-9.5479,68.7614,6.2,2025-07-14T22:56:02.992053,CTD,good,Indian Ocean
OCEAN_00458,salinity,34.19,PSU,17.9562,80.6373,69.3,2025-08-01T11:39:33.879090,Satellite,good,Bay of Bengal
OCEAN_00459,dissolved_oxygen,34.91,PSU,20.5639,68.5732,36.7,2025-08-12T06:25:04.904569,Satellite,good,Arabian Sea
OCEAN_00460,chlorophyll,34.91,PSU,-9.3118,67.5158,49.2,2025-10-26T17:54:31.259475,Satellite,good,Indian Ocean
OCEAN_00461,salinity,36.75,PSU,-8.1135,67.7198,26.2,2025-08-26T19:10:51.185689,Buoy,good,Indian Ocean
OCEAN_00462,temperature,30.42,°C,13.884,71.0384,75.3,2025-07-23T14:59:41.267183,Ship Survey,good,Arabian Sea
OCEAN_00463,temperature,31.12,°C,21.2698,82.208,8.9,2025-08-27T10:16:54.619011,Buoy,good,Bay of Bengal
OCEAN_00464,chlorophyll,37.47,PSU,15.3481,93.9772,105.1,2025-10-03T23:05:41.829508,Satellite,good,Bay of Bengal
OCEAN_00465,dissolved_oxygen,34.8,PSU,13.9864,74.1205,95.9,2025-11-16T11:04:44.814002,Satellite,fair,Arabian Sea
OCEAN_00466,pH,31.64,PSU,0.3591,82.5289,184.7,2025-06-17T01:33:46.247226,Buoy,good,Indian Ocean
OCEAN_00467,dissolved_oxygen,36.05,PSU,9.0433,86.5981,70.2,2025-09-15T18:14:20.903407,Buoy,fair,Bay of Bengal
OCEAN_00468,salinity,32.65,PSU,-4.5658,86.1592,155.5,2025-11-03T17:20:49.641036,Buoy,good,Indian Ocean
OCEAN_00469,dissolved_oxygen,33.44,PSU,1.3749,69.784,92.6,2025-06-30T12:24:14.870179,Buoy,good,Indian Ocean
OCEAN_00470,pH,30.7,PSU,3.539,77.6944,26.1,2025-10-22T12:13:35.422583,Satellite,good,Indian Ocean
OCEAN_00471,dissolved_oxygen,36.04,PSU,15.2874,81.5203,175.8,2025-11-03T11:25:23.341390,Ship Survey,fair,Bay of Bengal
OCEAN_00472,pH,32.04,PSU,4.3981,71.7693,166.2,2025-08-04T10:20:28.051868,Satellite,good,Indian Ocean
OCEAN_00473,temperature,24.89,°C,14.4649,82.3381,66.1,2025-10-11T03:53:52.695598,Ship Survey,good,Bay of Bengal
OCEAN_00474,temperature,25.37,°C,11.8661,71.1781,141.8,2025-10-30T16:31:40.162662,Ship Survey,good,Arabian Sea
OCEAN_00475,chlorophyll,31.71,PSU,22.848,74.8626,118.3,2025-08-02T21:43:57.609990,CTD,good,Arabian Sea
OCEAN_00476,pH,35.16,PSU,-3.594,66.5291,105.3,2025-06-28T05:23:15.702988,Satellite,good,Indian Ocean
OCEAN_00477,chlorophyll,35.92,PSU,-8.7681,82.9706,199.8,2025-09-25T13:45:18.894422,Ship Survey,good,Indian Ocean
OCEAN_00478,dissolved_oxygen,31.34,PSU,8.679,87.0441,44.1,2025-09-04T01:59:26.590621,Buoy,fair,Indian Ocean
OCEAN_00479,salinity,31.1,PSU,17.1432,70.6604,108.7,2025-11-30T21:20:33.872610,Satellite,good,Arabian Sea
OCEAN_00480,temperature,27.72,°C,-8.2329,69.5599,137.5,2025-08-20T17:00:07.808244,Satellite,good,Indian Ocean
OCEAN_00481,temperature,25.1,°C,18.0105,74.6026,29.4,2025-11-14T09:40:00.094222,Ship Survey,good,Arabian Sea
OCEAN_00482,temperature,29.5,°C,15.3012,73.3284,166.5,2025-11-21T18:39:47.837002,CTD,good,Arabian Sea
OCEAN_00483,chlorophyll,34.05,PSU,9.0357,80.0772,174.2,2025-07-25T05:43:39.886253,Satellite,good,Bay of Bengal
OCEAN_00484,dissolved_oxygen,37.71,PSU,12.0497,66.8526,182.8,2025-07-28T14:33:34.521577,Ship Survey,fair,Arabian Sea
OCEAN_00485,temperature,25.86,°C,-0.175,65.171,73.8,2025-07-26T19:09:06.462819,Satellite,good,Indian Ocean
OCEAN_00486,dissolved_oxygen,31.42,PSU,14.2147,70.4183,198.1,2025-06-26T21:44:22.575657,CTD,good,Arabian Sea
OCEAN_00487,salinity,35.25,PSU,5.974,67.6402,25.8,2025-11-12T19:53:55.903831,CTD,good,Indian Ocean
OCEAN_00488,dissolved_oxygen,33.57,PSU,13.6268,91.404,25.5,2025-12-03T13:25:59.343145,Ship Survey,good,Bay of Bengal
OCEAN_00489,dissolved_oxygen,33.95,PSU,-1.3796,70.054,4.7,2025-07-27T03:34:32.375751,Buoy,good,Indian Ocean
OCEAN_00490,temperature,24.62,°C,-8.8915,78.1019,45.8,2025-09-29T08:46:28.483704,Ship Survey,good,Indian Ocean
OCEAN_00491,dissolved_oxygen,33.77,PSU,9.2823,90.4488,177.2,2025-11-22T02:00:15.208978,Satellite,fair,Bay of Bengal
OCEAN_00492,salinity,35.46,PSU,-2.3837,80.1109,79.4,2025-09-28T18:17:41.655923,Ship Survey,good,Indian Ocean
OCEAN_00493,chlorophyll,36.82,PSU,19.2428,73.1465,148.4,2025-07-10T23:50:19.193434,CTD,fair,Arabian Sea
OCEAN_00494,temperature,22.39,°C,12.0316,89.636,196.5,2025-10-31T00:50:56.640925,Satellite,good,Bay of Bengal
OCEAN_00495,dissolved_oxygen,34.63,PSU,1.9036,69.0705,196.3,2025-10-05T06:19:00.751504,Buoy,good,Indian Ocean
OCEAN_00496,pH,35.36,PSU,7.955,85.3624,183.8,2025-06-29T15:10:48.504202,CTD,good,Bay of Bengal
OCEAN_00497,temperature,24.26,°C,8.3092,89.0851,7.9,2025-09-11T21:22:50.209187,CTD,good,Bay of Bengal
OCEAN_00498,salinity,36.52,PSU,11.8445,80.9115,152.7,2025-12-03T06:09:25.279391,CTD,good,Bay of Bengal
OCEAN_00499,pH,35.7,PSU,21.8417,74.705,66.2,2025-08-27T05:33:09.871142,Ship Survey,good,Arabian Sea
OCEAN_00500,salinity,30.95,PSU,10.4394,67.204,97.6,2025-07-20T01:09:02.404881,CTD,good,Arabian Sea
